Temperature,Humidity%,Rainfall
34,79.9,Low
24,86.3,Low
16,78.2,Low
23,69.2,No Rain
34,81.8,Low
26,81.4,Low
32,76.6,No Rain
26,77.1,Low
17,73.8,Low
29,78.5,No Rain
24,68.7,No Rain
13,55.4,Low
30,55.6,Moderate
28,67.2,Low
19,61.4,No Rain
15,55.8,No Rain
26,60.1,No Rain
25,63.7,No Rain
23,54.9,No Rain
16,58.2,No Rain
21,53.5,No Rain
12,43.4,Low
15,42.1,Low
12,39.9,No Rain
15,39.2,No Rain
12,37.4,No Rain
25,47.8,No Rain
30,61,Low
21,59.9,No Rain
20,54.9,Low
21,50,Moderate
18,48.9,Moderate
25,49.6,No Rain
12,92.5,No Rain
27,78.6,Moderate
32,84.7,Moderate
27,84.5,Moderate
12,74.9,Low
14,64.5,Low
29,73.9,Moderate
26,90.9,Moderate
32,82.3,Low
31,70.1,No Rain
23,68.1,Low
30,70.9,No Rain
31,92,Low
26,79.8,No Rain
13,62.2,Low
24,65.1,No Rain
21,64.8,No Rain
27,71,No Rain
13,86.3,Moderate
26,72,Low
20,66.7,Low
20,59,Moderate
18,68.7,High
33,87.2,Low
30,62.6,Low
28,69,Low
32,76.1,Low
27,72.1,No Rain
23,88.5,No Rain
34,76,No Rain
31,72.9,Moderate
26,64.1,Moderate
15,56.1,No Rain
19,62.7,Low
17,53.8,Low
26,64.1,No Rain
29,77.3,Low
13,69.5,Low
27,77.7,Low
30,90.3,Low
18,77.4,Low
34,68.2,Low
23,82.3,Low
27,80.3,Low
31,76,Low
26,75.5,Moderate
34,72.4,Low
26,76.2,Low
26,65.1,Low
31,51.8,Moderate
28,51.4,Moderate
34,67.5,Low
28,55,No Rain
29,57.9,No Rain
28,59.3,No Rain
28,64.3,No Rain
28,66.2,No Rain
21,62.1,No Rain
21,58,No Rain
19,49.9,Moderate
12,45.4,Low
14,43.5,Low
21,47.6,No Rain
18,46.8,No Rain
31,52.7,No Rain
26,70,Moderate
30,61.1,Moderate
12,57.7,Low
17,53.4,Moderate
19,54,Moderate
23,55.6,No Rain
27,89.1,Low
23,81.9,Moderate
31,86.3,Moderate
24,83.6,Low
12,79.1,Low
24,68.6,Low
25,75.8,Moderate
29,89.2,Moderate
28,82.8,Low
29,78.9,No Rain
27,73,Low
28,87.1,Low
32,90.8,Moderate
23,84.1,Low
13,68.6,Low
30,67.3,No Rain
29,70,No Rain
29,73.7,No Rain
34,86.7,Moderate
32,79.5,Low
21,57.6,Moderate
21,62.9,Moderate
18,73.6,Low
26,75.8,Low
26,65.3,Moderate
26,69.3,Low
26,75.9,No Rain
28,75.1,No Rain
34,84.9,No Rain
34,77.2,Moderate
25,73.7,High
27,66.6,Low
20,65.7,Low
12,65,Low
18,59.3,No Rain
28,66.5,Low
32,78.9,Low
25,73.2,Low
26,79.6,Low
30,85.9,Low
20,79.4,Low
34,70.9,Low
33,81,Low
32,80.8,Low
28,76.3,Low
23,76.6,Low
26,79,Low
29,79,Low
28,73.1,Low
26,58.1,Low
32,56.3,Low
33,71.7,No Rain
27,66.6,No Rain
28,63.6,No Rain
25,67.2,No Rain
34,70.4,No Rain
34,67.1,No Rain
13,68.1,Low
12,64.2,Moderate
19,55.8,Low
15,49.4,Low
18,48.1,No Rain
19,47.1,No Rain
29,46.6,No Rain
26,53.2,Low
31,71.6,Moderate
33,66.1,Low
19,59.6,Moderate
13,57.7,Moderate
13,58.1,Low
23,59.6,Low
30,88.6,Low
28,82.8,Moderate
31,87.9,Low
30,86,Low
25,81.7,Low
31,77.9,Moderate
30,84.7,Moderate
30,92.1,Low
26,85.2,Low
26,84.2,Moderate
31,80.9,No Rain
30,88.4,Low
25,92.3,Low
34,88.3,Low
28,76.1,No Rain
27,71.8,Low
17,75.4,No Rain
26,77.7,Low
29,90.3,Moderate
30,83.7,Moderate
15,57.3,Low
30,70.8,Moderate
15,79.1,Low
33,83,Moderate
29,74.4,Moderate
34,82.3,Low
26,76.1,No Rain
32,78.5,Low
30,90.3,No Rain
32,82,Moderate
28,85.7,Moderate
34,70.4,Low
14,68.3,Low
25,70,Low
12,69.5,No Rain
32,59.1,Low
31,83.5,Low
26,75.2,Low
34,85.2,Low
24,90,Low
12,84.4,No Rain
26,73.9,Low
28,85.3,No Rain
34,86.1,Low
24,80.4,Low
25,75.1,Low
21,66.6,Low
30,65.6,Low
20,62.8,Low
24,49.6,Low
27,45.4,Low
28,49.7,No Rain
24,55.4,No Rain
30,43.7,No Rain
31,50.9,Low
23,49.8,No Rain
24,62.9,Low
12,51.2,No Rain
20,46.2,Moderate
18,43.2,Moderate
31,35.2,No Rain
18,36.2,No Rain
28,37.3,No Rain
18,35.1,No Rain
25,45.1,Moderate
29,62.9,Moderate
12,53.6,Moderate
13,54.5,Moderate
17,51.9,Moderate
13,47.1,No Rain
23,55,Moderate
24,87.5,Moderate
34,83.3,Moderate
33,79.6,No Rain
32,92.3,Low
31,90.7,Moderate
16,71.2,Low
34,72.6,Low
27,85.8,Low
29,88,Low
16,71.9,Low
29,71,Low
34,85,No Rain
32,84.6,Low
27,88.7,No Rain
26,74.1,Low
33,63.5,No Rain
34,62.6,Low
29,69.3,No Rain
16,73.1,Low
26,68.6,No Rain
15,60.1,Low
34,58.9,No Rain
15,55.9,No Rain
34,58.7,Low
14,57,Low
26,63.6,No Rain
17,62.2,No Rain
32,65,No Rain
17,66.1,Low
18,47.9,No Rain
33,64.3,Low
25,63.1,Low
19,63.1,Low
19,50.4,No Rain
12,57.9,Low
24,62.1,No Rain
18,67.6,No Rain
34,71.7,Low
25,79.9,No Rain
33,75.4,No Rain
14,86,Low
28,67.7,Low
21,73.9,No Rain
14,71.7,No Rain
23,69.1,Low
12,82.3,Low
15,60.2,Low
32,55.6,No Rain
23,68,Low
21,55.7,Low
21,48.3,Low
29,56.2,Low
32,62.5,No Rain
27,55.4,No Rain
20,55.2,No Rain
29,55.4,Low
25,61.7,Low
24,77.5,Moderate
26,53.4,Moderate
21,52.1,No Rain
19,43.9,No Rain
16,41.5,No Rain
30,47.1,No Rain
26,46.6,Low
30,59.4,Moderate
34,79,Low
19,71.8,Moderate
16,70.9,Moderate
21,59.5,Low
17,63.2,No Rain
33,65.7,Low
33,42.8,Moderate
33,83.8,Low
24,75.9,Low
25,78.6,No Rain
25,94.2,High
16,78.2,Moderate
24,56.7,Low
31,56.5,Low
32,94.8,No Rain
25,85.5,No Rain
16,77.8,No Rain
29,90.8,Low
34,60.4,No Rain
34,93.8,No Rain
27,86.4,No Rain
17,80.9,No Rain
19,78.9,No Rain
20,80.7,Low
23,86.7,Low
20,85,Low
15,71.9,No Rain
17,81.8,No Rain
12,69.5,No Rain
18,71,No Rain
28,80.7,Low
33,86.9,Low
34,86.8,No Rain
17,83.5,Moderate
17,88,Moderate
17,63.9,Low
21,72.3,Low
33,82,Moderate
32,69.6,Low
14,63.5,No Rain
26,72.1,Low
15,26.8,Low
30,62.4,No Rain
26,62.3,No Rain
28,91.3,No Rain
23,56.7,No Rain
19,56.5,Low
33,55.8,No Rain
26,63.8,No Rain
12,94.3,Low
13,89.5,Low
12,55.9,Low
21,59.6,Low
29,55.6,Low
21,64.4,No Rain
14,51.2,Moderate
28,45.2,Low
25,53.3,Low
28,52.4,No Rain
26,40.5,No Rain
32,49.4,No Rain
19,46.7,Low
34,56,Low
29,51.2,Moderate
27,54.8,Low
15,49.5,No Rain
21,40.1,No Rain
19,42,No Rain
26,47.7,No Rain
24,44.8,Low
15,31.5,Moderate
24,58,Moderate
17,61.4,Low
18,61.7,Moderate
12,62.3,Low
15,57.1,Low
24,68.7,Moderate
24,62.2,Moderate
31,70.7,Moderate
24,83,Moderate
27,87.8,Low
23,89.4,Moderate
29,72.7,Moderate
34,82.1,Low
32,84,No Rain
34,89.8,Low
26,75.1,Low
24,77.2,No Rain
24,78.7,Low
33,80.2,Low
31,86.7,Low
19,73,No Rain
27,65.8,No Rain
25,69,No Rain
19,70.6,Low
24,77,Low
27,73.4,Low
26,72.9,Low
20,68.9,Low
14,67.5,Low
12,71.4,No Rain
24,71.7,Moderate
28,74.8,No Rain
34,75,No Rain
28,75,No Rain
30,75.7,Moderate
31,61.9,Low
20,70.8,No Rain
23,67.3,Moderate
13,66.5,Low
21,62.6,No Rain
13,72.3,Low
31,44.8,Low
23,63.4,No Rain
19,78,No Rain
32,65.1,No Rain
23,65.3,No Rain
16,82.3,Low
33,72.3,Low
30,63.8,Low
20,81.6,No Rain
15,79.8,Low
12,82.1,Low
12,60.5,Low
31,65.1,No Rain
29,67.8,Low
23,55.7,Low
17,44.7,Low
24,55.3,Low
26,59.8,No Rain
34,49.6,No Rain
12,52,Low
26,49.9,Low
26,65.9,No Rain
25,70.6,Moderate
25,53.1,Low
20,46.6,No Rain
15,38.4,No Rain
31,39.3,No Rain
32,46.3,No Rain
17,43.7,Low
33,52.8,Moderate
31,78.9,Low
18,64.9,Moderate
13,59.5,Moderate
18,56.8,Low
15,53.3,No Rain
23,63.2,Moderate
24,85.2,Moderate
26,82.4,Low
23,74.2,Low
31,91.2,Low
32,95.2,High
20,79.4,Moderate
24,87.5,Low
23,90.1,Low
33,91.7,Low
28,78.8,No Rain
34,77.8,Low
34,90.8,Moderate
34,60.4,Low
32,99.3,No Rain
31,74,No Rain
26,75.8,No Rain
12,72.9,No Rain
29,75.1,Low
27,84.7,Low
28,74.6,Moderate
16,72.9,Low
17,75,No Rain
15,66.4,No Rain
16,69.8,No Rain
28,73.6,Low
23,76.6,No Rain
25,89.5,No Rain
31,85.8,Low
14,85.6,Moderate
18,67.8,Moderate
13,74.3,Low
30,75.6,Moderate
16,70.4,Low
13,62.8,No Rain
26,75.3,Low
31,93.6,Low
31,93,No Rain
28,91.9,No Rain
34,92.5,Moderate
30,91.6,Low
15,92.8,Low
25,83,Low
25,91.6,No Rain
15,91.1,No Rain
18,89.3,Low
30,80.3,Low
29,72.3,Low
24,76.5,Low
30,69.3,Low
16,59.9,Low
18,58.3,Low
34,60.1,No Rain
31,59.2,Low
34,55.5,No Rain
32,61,No Rain
33,54.1,Low
32,65.5,Low
28,62.5,High
20,55.6,Low
26,51.7,No Rain
15,50.5,No Rain
18,46.7,No Rain
26,50.1,No Rain
34,49.1,Low
25,58.1,Moderate
28,72.5,Low
19,63.7,Moderate
17,64.3,Moderate
16,56.8,Low
17,58.2,Low
33,62.9,Moderate
30,71.1,Moderate
27,83.2,Low
34,82.8,Low
29,96,Low
23,92.4,Moderate
24,80.3,Low
28,79,Low
34,91.8,Low
23,90.6,Low
23,73.4,Low
30,80.8,Low
30,88.4,No Rain
23,89.7,Low
30,93.8,Low
23,82.6,No Rain
31,68.4,No Rain
30,65.5,No Rain
23,68.7,Low
17,81.7,No Rain
30,74,Moderate
30,66.4,Low
16,66.5,No Rain
20,62.7,No Rain
14,63.5,No Rain
27,66,No Rain
17,70.2,No Rain
25,71.1,No Rain
32,73.3,Low
14,77.5,Moderate
13,58.7,Low
20,68.3,No Rain
15,66.9,Low
17,64.6,Low
20,56.4,No Rain
33,63.7,No Rain
24,71.6,No Rain
24,79.3,No Rain
12,79.3,No Rain
23,85.3,Low
34,83.9,No Rain
17,86.6,Low
20,70.8,Low
18,80.7,No Rain
19,80.5,Low
14,79,Low
33,88.3,No Rain
20,84.4,Moderate
23,82.3,No Rain
34,70.3,No Rain
16,63.5,Low
29,56,No Rain
24,59,No Rain
16,64.5,No Rain
23,55.4,No Rain
19,64.6,No Rain
19,58.3,Low
31,73.4,No Rain
19,72.4,Moderate
13,60.8,Low
20,53.3,No Rain
20,39.1,No Rain
15,39,No Rain
31,43,No Rain
15,45.4,Moderate
34,57,Moderate
32,83.3,Low
13,72.4,Moderate
14,70.6,Moderate
16,66.1,Moderate
14,69.1,Low
31,71.3,Moderate
27,69.1,Moderate
33,96.9,Moderate
28,95.3,No Rain
27,99.7,Low
29,98.5,Moderate
29,91.6,Low
23,84.7,Low
31,96,Low
26,93.3,Low
15,77.6,Low
34,88.5,No Rain
24,91.9,Low
33,90.5,Low
26,86,No Rain
27,89.6,No Rain
23,77.4,No Rain
26,74.7,No Rain
15,72.5,No Rain
29,91.3,Low
27,80.8,Low
13,71.4,Low
19,77.3,Low
17,66.9,No Rain
18,70.9,Low
14,77.1,No Rain
25,75.9,No Rain
29,77.4,No Rain
27,77.5,Low
27,91.1,Moderate
18,65.6,No Rain
27,76.9,No Rain
12,70.9,Low
20,71.2,No Rain
21,64.8,No Rain
26,62.9,No Rain
34,84.6,No Rain
14,88.5,No Rain
12,85.5,No Rain
33,89.5,No Rain
14,91.4,Low
17,95.3,Low
19,79,No Rain
13,84.3,No Rain
21,82.1,No Rain
14,89.2,Low
18,78.6,Low
27,81.9,Low
28,77.2,Low
16,67.1,Low
21,54.6,Low
16,52.4,Low
25,50.6,Low
30,64.4,Low
26,48.7,Low
30,59.2,Low
34,51.7,Low
32,70.1,No Rain
31,64.3,Moderate
28,56.4,Low
24,48.5,No Rain
24,39.6,No Rain
25,39.3,No Rain
33,46.5,No Rain
14,41.9,Low
34,53.2,Moderate
30,75.6,Low
12,72.6,Moderate
16,69.9,Moderate
19,66.1,Low
12,71.6,No Rain
29,67.7,Low
30,94.6,Moderate
33,94.2,Low
34,97.7,Low
32,94.7,Low
30,90.2,Moderate
16,83.5,Low
28,83,Low
31,88.7,Low
24,88.6,No Rain
29,69.8,Low
34,76.3,No Rain
27,88.5,Low
28,89.3,No Rain
32,72.1,No Rain
28,77.1,Low
18,70.3,No Rain
29,69.5,No Rain
21,69.2,No Rain
32,78.2,No Rain
19,71.7,Low
19,70.6,Low
23,67.9,No Rain
13,67.5,No Rain
21,71,No Rain
14,68.6,No Rain
17,74.9,No Rain
26,76,No Rain
28,76.2,Low
12,75.9,Low
19,63.2,Low
12,74.9,No Rain
16,69.2,Low
19,69.3,Moderate
16,58.2,No Rain
27,62.9,No Rain
25,73.7,No Rain
31,84.7,No Rain
14,84,No Rain
31,86.6,Moderate
28,88.2,Low
18,83,Low
14,77.4,Low
18,79.9,Low
16,82.7,No Rain
17,83.6,Low
29,79.7,Low
30,71.6,Low
33,78.5,Low
28,73.7,Low
34,60.2,Moderate
15,50.1,No Rain
33,56.4,Low
29,59.2,No Rain
29,52.6,Low
30,59.7,No Rain
34,54.6,Low
30,66.8,No Rain
20,72.6,Moderate
33,56.6,Low
20,53.3,No Rain
25,45.4,No Rain
18,45.4,No Rain
33,51.4,No Rain
19,51.5,Moderate
34,36.6,Moderate
31,84.2,Low
20,70.9,Moderate
15,64.8,Moderate
13,57.1,Low
14,54.4,No Rain
26,71.1,Moderate
30,42.8,Moderate
32,70,Moderate
29,70.9,Low
23,87.7,Low
23,97.3,Moderate
19,82.6,Low
32,70.8,Low
29,76.9,Low
26,95.2,Low
34,80.4,Low
30,84.8,Low
31,91.6,No Rain
32,58.5,Low
31,98.7,No Rain
30,84.4,No Rain
30,77.5,No Rain
32,76.7,Low
28,72.4,Low
20,90.9,Low
28,74.5,Moderate
14,70.9,Low
19,74.4,No Rain
14,65.6,No Rain
30,67.8,No Rain
27,71.6,Low
30,72,No Rain
30,77.5,No Rain
30,75.1,No Rain
12,80.9,Low
12,65.1,Low
20,72.1,No Rain
33,68.6,Moderate
19,76.4,Low
17,69.9,No Rain
15,74.4,Low
32,89.3,No Rain
25,83.9,No Rain
12,81.7,No Rain
34,82.5,No Rain
24,84.5,No Rain
19,79.4,Low
28,72.5,No Rain
21,77.4,No Rain
17,77.7,No Rain
15,79.7,Low
20,75,No Rain
13,65.9,Low
23,66.7,Low
14,62.9,Low
19,52.3,Low
20,47.6,Low
31,48,Low
16,56.6,No Rain
29,45.5,No Rain
33,52.3,No Rain
33,45.4,No Rain
26,59,No Rain
24,55.1,Moderate
30,51,Low
21,45.9,Low
17,37.6,No Rain
16,36.2,No Rain
17,43.4,No Rain
17,34.8,Low
23,49.5,Moderate
30,72.1,Low
31,61.7,Moderate
20,58.5,Moderate
20,61,Low
16,60.5,No Rain
23,59.4,Moderate
27,93.7,Moderate
33,87.2,Moderate
34,81.2,Low
31,94.7,Low
26,90.2,Moderate
19,74.9,Low
32,80.4,Low
32,88.7,Low
28,88.6,Low
30,69.8,Low
28,76.3,No Rain
26,87.9,Low
27,87.4,No Rain
23,86.9,No Rain
32,72.8,No Rain
23,63.4,No Rain
34,63.9,No Rain
17,69.2,Low
32,78.2,No Rain
14,71.7,Low
14,68.3,Low
21,61.6,No Rain
20,63.7,No Rain
19,65.9,Low
33,62.6,No Rain
13,70,No Rain
31,70.2,No Rain
31,70.1,Low
12,75.9,Low
18,63.2,No Rain
24,70.5,Low
15,65.2,Low
12,60.4,Moderate
17,54.1,No Rain
33,60.4,No Rain
23,68.4,No Rain
17,79.7,Low
28,76.4,No Rain
33,82.1,No Rain
31,83.6,No Rain
17,85.4,Low
13,72,No Rain
18,79.9,Low
31,82.7,Low
16,76.6,Low
21,79.9,No Rain
18,71.4,Moderate
25,71.1,No Rain
21,68.8,Low
28,55.1,Low
25,54.4,No Rain
28,54.6,Low
18,64.2,No Rain
28,49.9,No Rain
13,61,No Rain
28,53.9,No Rain
27,68.4,No Rain
20,65.2,Moderate
32,57.5,Low
16,49.7,No Rain
15,40.9,No Rain
19,39.5,No Rain
17,45.8,No Rain
20,37.2,Moderate
32,51.5,Moderate
33,68.3,Moderate
13,64.4,Moderate
15,67.3,Moderate
18,66.6,Moderate
14,66,Low
31,66.4,Moderate
29,88.2,Moderate
28,84,Moderate
25,85.3,No Rain
25,93.3,Low
26,90.6,Moderate
24,77.5,Low
24,84.1,Low
34,91.6,Low
30,91.3,Low
17,74.3,Low
26,78.9,Low
29,87,Low
30,90.2,Moderate
27,88,No Rain
33,80.3,No Rain
26,73,No Rain
33,69.6,No Rain
34,74.3,Low
32,82.4,Low
26,74.6,Low
18,69.6,Low
21,69.4,Low
18,67.2,No Rain
21,69.3,Low
30,68.8,Low
29,74,No Rain
27,79.8,No Rain
24,76.9,Moderate
29,81.7,Low
13,64.6,Moderate
29,77.3,Low
25,71.1,Low
17,70.8,Low
19,58.9,No Rain
26,61.7,No Rain
26,73.4,Low
28,81.4,Low
27,80,Low
31,87.1,Low
26,86.7,No Rain
17,83,Low
12,76.1,No Rain
30,85.1,Low
32,84.5,Low
24,80.5,Low
31,90.9,Low
20,74.9,Moderate
23,79.2,Low
18,71.3,Low
24,58.7,Low
32,58.2,No Rain
31,58.7,Low
29,67,No Rain
30,51.6,No Rain
26,61.1,No Rain
23,57.8,No Rain
33,71.9,No Rain
15,68.8,Moderate
34,57.3,Low
15,51.1,No Rain
16,42.6,Low
17,38.2,No Rain
16,43.5,No Rain
21,36.4,Moderate
30,55.4,Moderate
31,70.2,Moderate
15,65.7,Moderate
29,68.9,Moderate
14,62.9,Low
18,65.7,Low
29,68.5,Moderate
26,99.1,Moderate
27,91.2,Low
33,92.5,Low
30,99.4,Low
26,98.5,Moderate
26,82.6,Low
30,90.2,Low
32,99.1,Low
28,97.1,Low
25,80.8,Low
32,87.1,Low
26,96.2,Low
31,99.1,Low
26,98.1,No Rain
28,83.3,No Rain
31,74.5,No Rain
31,71.9,No Rain
26,87.5,No Rain
29,91.1,No Rain
24,82.2,Moderate
13,77.1,Moderate
13,70.2,Low
14,73.2,No Rain
20,78.4,Low
19,75.8,No Rain
20,82.9,No Rain
28,85.7,Low
28,84.2,Low
33,90.2,Moderate
17,71,Moderate
30,82.2,No Rain
12,73.6,Low
18,75.8,Low
29,58.7,No Rain
33,60.1,No Rain
32,75.4,Low
34,90.2,Low
19,88.4,Moderate
28,91.6,Low
25,94.2,No Rain
21,95.8,Low
19,81.1,No Rain
28,91.5,No Rain
24,94.6,Low
31,88.4,Low
23,91.5,Low
18,74.6,Low
24,78.6,Low
14,66.2,Low
19,57.9,Low
27,56.9,Low
26,55,No Rain
28,59.9,No Rain
28,49.5,No Rain
34,56.1,No Rain
32,50.9,No Rain
25,66,No Rain
24,69,Moderate
17,56.8,Low
21,49,Low
13,41.1,No Rain
19,39.4,No Rain
19,42.5,No Rain
12,35.3,Low
24,55.6,Moderate
30,69.2,Moderate
31,66.8,Moderate
17,63.3,Moderate
14,62.4,Low
21,62.4,Low
26,64.4,Moderate
33,94.6,Moderate
23,84.4,Low
32,88.9,Moderate
33,97.8,Low
28,94.6,Moderate
27,78.7,Low
24,86.6,Low
28,94,Low
28,92.5,Low
24,75.3,Moderate
29,80.2,Low
25,92,Low
30,93.8,Low
28,90.7,No Rain
34,76.7,No Rain
31,70.4,No Rain
31,67.5,No Rain
31,80.9,Low
34,84.2,No Rain
31,78.6,Low
21,73.4,Low
12,69,Low
18,68.5,No Rain
19,71.6,Low
24,68.1,Low
16,75.5,No Rain
29,78.5,No Rain
27,79.3,Low
28,83.8,Low
15,69.6,Low
28,76.5,No Rain
33,69.9,Low
13,71,Moderate
15,61.8,No Rain
33,57.2,No Rain
26,72.1,Low
28,81.2,Low
13,81.6,Low
32,86.7,No Rain
24,88.2,No Rain
20,88.7,Low
13,77.2,No Rain
23,85.1,No Rain
23,86.6,No Rain
23,81.1,Low
20,84.3,Low
17,64.7,Low
28,67.6,Low
17,67.4,No Rain
18,54.4,Low
18,52,No Rain
28,52.3,Low
23,58.2,No Rain
32,49,No Rain
34,56.5,No Rain
14,48.1,No Rain
24,60.5,No Rain
17,64,Moderate
23,53.6,Low
13,46.5,Low
21,39.1,Low
15,38.1,No Rain
17,41.6,No Rain
14,34.2,Moderate
23,52.8,Moderate
32,67.2,Low
31,61.1,Moderate
31,57.9,Moderate
17,58,Low
15,58.4,Low
29,56.8,Moderate
29,89.1,Moderate
33,78.5,Low
32,85.7,Low
34,96.5,Low
34,87.3,Moderate
23,73.2,Low
24,82.6,Low
28,90.5,No Rain
34,88.2,Low
28,72.6,Low
23,75.7,Low
23,89.3,Low
30,90.4,Low
31,87,Low
19,71.8,No Rain
25,66.7,No Rain
24,61.8,No Rain
24,74,No Rain
24,80.6,No Rain
23,75.8,Low
33,69.7,Moderate
14,65.1,No Rain
12,64.2,No Rain
12,68.1,Low
20,64.9,Low
12,65.4,No Rain
24,69.8,No Rain
24,73.4,Low
15,77.9,Moderate
21,64.9,No Rain
26,72.7,Low
24,65,Moderate
18,62.1,Moderate
12,59.3,No Rain
29,57.6,No Rain
23,70,No Rain
20,74.2,Low
23,78,No Rain
25,83.8,Low
23,85.2,No Rain
16,81.7,Low
19,70.9,No Rain
18,81.1,No Rain
34,80.9,Low
16,74.8,Low
23,80.5,Low
17,67.1,Low
31,74,Low
17,64.6,Low
16,55.9,Low
27,57.3,No Rain
27,51.8,No Rain
26,59.7,No Rain
32,47.5,No Rain
24,55.7,No Rain
23,51.5,No Rain
23,64,Moderate
13,62.5,Moderate
20,49.9,Low
15,47.5,Low
13,42.6,Low
21,39.6,No Rain
15,42.9,No Rain
30,37.1,Low
34,57.5,Moderate
29,66.2,Low
27,72.1,Moderate
29,61.4,Moderate
14,60,Low
12,61.6,Low
31,60.5,Moderate
30,89.6,Moderate
26,86.7,Low
34,88.4,Moderate
29,95.1,Low
29,89.2,Moderate
34,75.7,Low
34,82.4,Low
25,93.6,Low
31,87.5,Low
23,72.2,Low
28,79.6,Low
30,87.1,Low
29,91.8,Low
27,86.8,Low
23,71.9,No Rain
24,65.8,No Rain
28,60.2,No Rain
32,71.6,No Rain
32,79.9,No Rain
31,72.4,Low
34,71.4,Moderate
13,64.5,Low
14,64.7,No Rain
18,67.5,Low
15,64.1,Low
20,70.9,No Rain
31,71.5,No Rain
26,73.4,Moderate
24,81,Low
15,66.6,Low
29,74.1,No Rain
27,68.5,Low
19,64.6,Low
12,61.8,No Rain
26,64.1,No Rain
25,74,Low
24,79.9,Low
18,78.3,Low
26,86.3,Low
26,88.1,Low
16,85.6,Low
13,72.9,Low
23,82.1,No Rain
23,83,Low
25,76.8,Low
33,71.2,Low
31,62.2,Low
25,68.1,Low
31,61.4,Low
18,50.9,Low
31,51.8,Low
34,52,Low
25,54.9,Low
31,47.1,No Rain
23,55.2,No Rain
28,51.4,Low
33,57.1,Moderate
33,58.2,Moderate
24,53.1,Moderate
34,47.7,Low
15,39.9,No Rain
16,37.2,Low
30,37.3,No Rain
12,34.5,Low
32,48.1,Moderate
24,63.1,Low
34,61.8,Moderate
17,57,Moderate
31,57.2,Low
15,59.8,No Rain
25,58.2,Moderate
29,81,Moderate
23,73.1,Moderate
29,79.4,Moderate
33,87.8,Low
27,81.1,Moderate
15,69.8,Low
30,72.9,Low
29,81.1,Low
34,75.6,Low
34,64.7,Low
27,68.8,Low
23,74.7,Low
25,82.9,Low
26,78.8,No Rain
33,66.3,No Rain
34,64.9,No Rain
28,56.8,No Rain
30,61.4,No Rain
31,73.6,Low
29,68,Low
21,66,Moderate
16,60.8,Low
12,59.4,No Rain
14,62,Low
20,56.4,Low
28,62.1,Low
29,66.8,No Rain
25,67,Moderate
24,74.7,Low
16,58.7,Low
24,67.6,No Rain
34,61.7,Low
31,59.7,Low
16,57.4,No Rain
27,58.7,No Rain
26,52.1,Low
28,72.5,No Rain
16,70.1,Low
30,76.1,Low
29,76.7,No Rain
18,72.3,Moderate
21,64.7,Low
31,75.3,No Rain
15,75.6,Low
32,70.1,Low
30,76.9,Low
17,66.8,Moderate
27,68.6,Moderate
31,68.2,Low
15,55.7,Low
31,55.7,Low
29,51.6,No Rain
32,58.5,No Rain
30,43.9,No Rain
30,56.7,No Rain
27,50.7,Low
28,62.5,No Rain
28,59.1,Moderate
16,47.9,Moderate
15,48.1,No Rain
16,40.7,No Rain
13,37.8,No Rain
33,38.9,No Rain
18,39,Moderate
23,47.4,Moderate
24,65.3,Low
15,61.8,Moderate
15,58,Moderate
14,54.5,Low
16,56.1,Low
26,56.7,Moderate
30,94.8,Moderate
28,79.9,Moderate
26,91.1,Low
32,99,Low
25,92.7,Moderate
34,75.1,Low
26,81.8,Low
26,97.4,Low
30,89.2,No Rain
24,70.7,No Rain
30,79.4,Low
24,90.1,Low
28,95.5,Low
32,90,No Rain
27,71.5,No Rain
19,67.7,No Rain
16,57.8,No Rain
34,66.7,No Rain
26,80,No Rain
32,73.9,No Rain
12,68.6,Moderate
17,66.9,No Rain
12,63.6,No Rain
18,64.1,No Rain
12,59.4,Low
13,69,Low
18,68.6,No Rain
25,70.5,Low
20,83.4,Moderate
21,59.4,No Rain
13,74.4,No Rain
28,64.1,No Rain
31,65.1,Low
21,63,No Rain
30,65.6,No Rain
25,70.1,Low
15,78.8,Low
15,74.4,Low
14,82.9,Low
34,89.8,No Rain
12,83.4,Moderate
14,71.1,Low
30,83.4,Low
32,76.1,Low
31,76.8,Low
32,75.8,Low
14,66.8,Low
26,68.1,Low
33,67.4,Low
25,56,Low
29,55.7,Low
28,53.2,Low
29,58,Low
26,44.8,No Rain
34,54.1,No Rain
31,50.7,No Rain
26,62.1,Low
26,57.9,Moderate
28,48.1,Moderate
28,47.6,Low
15,41.5,Low
18,37.6,No Rain
20,39.3,No Rain
31,38.3,Moderate
34,45.8,Moderate
26,60.9,Low
30,59.9,Moderate
28,52.4,Moderate
20,51.8,Low
15,50.2,Low
25,52.9,Moderate
28,91.3,Moderate
33,79.9,Low
34,87.3,Low
33,93.2,Low
23,86.7,Moderate
25,70.4,Low
34,79.8,Low
25,94.3,Low
33,86.5,No Rain
30,70,Low
24,80.7,Low
26,74.9,Low
28,70.7,Low
25,74.1,No Rain
30,63.9,No Rain
17,60,No Rain
26,59.3,No Rain
34,63.6,Low
26,70,No Rain
30,72,Low
12,65.8,Moderate
21,67,Low
16,60.2,No Rain
14,64.3,Low
27,59.9,Low
14,68,No Rain
33,65.8,No Rain
32,67.8,Low
24,71.3,Moderate
20,60.8,Low
30,65.2,No Rain
33,61,No Rain
18,59.3,Low
17,56.4,No Rain
27,58.6,Low
32,62.1,Low
